Hanja,mean,sound,meanFiveElements,soundFiveElements
臨,"임할, 임하다, 왕림하다, 병거, 쓰다, 그리다",임,화,토수
參,"석, 석, 별 이름 , 인삼 , 긴 모양 , 길다 , 섞이다, 참여하다",삼,화,금수
熀,"이글거릴, 이글거리다 , 환히 비치다 , 밝은 모양 ,이글거리다 , 환히",엽,화,토수
糲,"현미, 벼의 겉 껍질만 벗겨 낸 쌀",려,목,화
煗,"따뜻할, 따뜻하다 , 따뜻해지다 , 따뜻한 기운",난,화,화
窯,"기와 가마, 기와 가마 , 오지그릇",요,수,토
歊,"오를, 김이 오르다, (숨을)쉬다",효,목,토
䁢,"아름다울, 아름답다 , 아리땁다",선,목,금화
踪,"자취, 자취, 발자취",종,토,금토
上,"윗, 위, 가, 상성, 바라다 숭상하다, 가하다, 오르다, 올리다, 첫째 불용문자 ",상,목,금토
檼,"마룻대, 마룻대, 도지개",은,목,토화
累,"벗을, 벌거 벗을",라,목,화
旁,"클, 곁, 옆, 두루, 널리, 방(한자의 오른쪽), 기대다",방,토,수토성(姓)씨 사용
婩,"고을, 곱다 , 깨닫지 못하다 , 거만하다",안,토,토화
扜,"당길,지휘할, 지휘하다, 가지다, 당기다, 잡아당기다",우,목,토
䛝,"기뻐할, 기뻐하다",노,금,화
悾,"정성, 정성, 뜻을 얻지 못하다 , 어리석다",강,화,목토
娑,"춤출, 춤추다, 옷을 너풀거리다, 앉다, 빠르다, 세상",사,토,금
麩,"밀기울, 밀기울 , 과실 이름",부,목,수
鶿,"가마우지(물새이름), 가마우짓과의 물새",자,화,금
謠,"노래, 노래 , 가요 , 소문, 노래하다 , 헐뜯다",요,금,토
砲,"대포, 돌 쇠뇌(돌을 튕기어 적을 쏘는 무기)",포,금,수
旂,"기, 기 , 성의 하나",기,토,목
興,"일어날, 일어나다, 느끼다, 기뻐하다",흥,토,토
炦,"불기운, 불기운",별,화,수화
㛦,"예쁠, 예쁘다, 예쁜 모양",람,토,화수
鈜,"쇳소리, 쇳소리 , 쇠북 소리",횡,금,토
帷,"휘장, 휘장 , 덮다 , 가리다",유,목,토
婉,"아름다울, 순하다, 아름답다, 어여쁘다, 곡진하다, 간략하다				&,		婉",완,토,토화
筩,"대통, 대통(대나무로 만든 통)",통,목,화토
駱,"낙타, 낙타), 가리온(몸은 희고 갈기는 검은 말) , 빨리 달리는 모양",낙,화,화목
諡,"시호, 시호, 시호를 내리다",시,금,금
峙,"고개, 우뚝 솟다, 언덕, 쌓다",치,토,금
鑿,"뚫을, 끌, 파다, 뚫다, 생각",착,금,금목
結,"맺을, 맺다, 맺히다, 매듭",결,목,목화
漠,"아득할, 넓다, 쓸쓸하다 , 그윽하다 , 조용하다, 소리가 없다 , 맑다, 어둡다",막,수,수목
恢,"클, 넓다, 넓히다",회,화,토
洽,"화합,흡족할, 윤택하게 하다, 넉넉하게 하다, 적시다, 합하다, 합치다",흡,수,토수
漉,"거를, 받아 내다 , 밭다 , 치다 , 앙금을 치다 , 물이 마르다 , 다하다",록,수,화목
藕,"연뿌리, 연뿌리, 연",우,목,토
牘,"서찰, 서찰 , 서판 , 문서",독,목,화목
劤,"힘, 힘, 힘이 세다",근,수,목화
戟,"창, 미륵창, 찌르다",극,금,목
箕,"키, 키, 삼태기, 쓰레받기, 별 이름, 바람 귀신(風伯), 다리를 뻗고 앉다",기,목,목성(姓)씨 사용
鑑,"거울, 거울, 보다, 거울삼다",감,금,목수
玆,"검을, 이, 이에, 여기, 이때, 지금, 검다, 흐리다",자,화,금
歐,"구라파, 토하다, 치다, 구타하다, 노래하다, 구라파(Europe의 약칭)",구,화,목
咇,"향내 날, 향내 나다, 말 명확하지 않다, 소리 나오는 모양",필,수,수화
砬,"돌 소리, 돌이 무너지는 소리",립,금,화수
逢,"만날, 만나다 , 맞이하다, 크다, 매다",봉,토,수토
式,"법, 법, 규칙, 형상, 의식",식,금,금목
褐,"갈색, 갈색 , 베옷 , 굵은 베 , 털옷 , 다색 , 천한 사람",갈,목,목화
觸,"받을, 닿다, 받다, 범하다, 느끼다, 더럽히다",촉,목,금목
糧,"양식, 양식, 급여, 구실",량,목,화토
惶,"빛날, 두려워하다",황,화,토
率,"거느릴, 거느리다, 앞장서다, 좇다, 대강, 소탈하다",솔,화,금화
釉,"윤, 윤, 광택, 잿물",유,목,토
潼,"물이름, 물이름, 관이름,",동,수,화토
椒,"산초나무, 산초나무",초,목,금
啀,"마실, 마시다 , 으르렁거리다 , 개가 싸움하다 , 물어뜯다 , 개가 짖는 소리",애,수,토
然,"그러할, 그러하다, 틀림이 없다, 그러하게 하다, 명백하다",연,화,토화
璐,"이쁜 옥, 아름다운 옥",로,금,화
箙,"전동, 전동",복,목,수목
魚,"물고기 , 물고기, 바다 짐승",금,수,목수성(姓)씨 사용
坁,"머무를, 머무르다",지,토,금
晁,"아침, 아침 (朝의 古字)",조,화,금
徇,"돌, 돌다, 두르다, 경영하다, 부리다, 빠르다, 두루, 쫓다",순,화,금화
鵡,"앵무새, 앵무새",무,화,수
幣,"비단, 비단, 폐백, 돈, 재물",폐,목,수
闢,"열, 열다, 열리다, 피하다",벽,목,수목
駙,"곁마, 곁마 , 덧방나무 , 가깝",부,화,수
覯,"만날, 이루다, 합치다 , 혼인하다",구,화,목
潟,"개펄, 개펄 , 소금밭",석,수,금목
哦,"읊조릴, 읊조리다",아,수,토
吉,"길할, 길하다, 착하다, 복, 초하루, 혼인, 제사 불용문자 ",길,수,목화성(姓)씨 사용
腕,"팔뚝, 팔뚝, 팔, 재주, 기량",완,수,토화
仞,"길(길다), 길다 , 재다 , 깊다 , 높다 , 차다 , 채우다 , 알다 , 길",인,화,토화
瀝,"스밀, 찌끼, 쏟다, 맑은 술 약주",력,수,화목
軾,"수레나무, 수레 난간, 수레 안에서 절을 할 때에 손으로 쥐는 앞턱의 가로나무",식,화,금목
扊,"문빗장, 문빗장 , 문 자물쇠 , 처자",염,목,토수
偠,"날씬할, 날씬하다 , 허리 가늘다 , 낭창거리다 , 얌전한 모양",요,화,토
知,"알, 알다, 알리다, 앎, 알림, 사귐, 대접, 맡다, 지사, 짝, 능히",지,금,금
棽,"무성할, 무성하다, 우거지다, 뒤덮히다, 무성한 모양",임,목,토수
腑,"육부, 장부",부,수,수
滿,"찰, 차다, 채우다, 가득하다, 교만하다, 땅이름(滿洲), 성내다, 속이다 불용문자 ",만,수,수화
覈,"핵실할, 핵실하다, 사실을 밝히다) , 엄하다",핵,금,토목
潘,"성씨,물이름, 뜨물, 소용돌이, 물이름",반,수,수화성(姓)씨 사용
嘩,"떠들썩 할, 떠들썩 하다 , 야단스럽게 떠들다 , 바뀌다",화,수,토
矺,"나무 이름, 나무의 이름 , 치다 , 때리다 , 찢어 죽이다 , 육시하다",탁,금,화목
淢,"빨리 흐를, 빨리 흐르다 , 도랑 , 해자",역,수,토목
䑐,"밝을,  ",진,화,금화
盒,"합, 찬합(뚜껑이 있는 둥글넙적한 작은 그릇)",합,금,토수
霏,"눈 펄펄 내릴, 눈 펄펄 내리다, 오다, 올라가다, 조용히 오는 비, 연기가 오르는 모양, 안개",비,수,수
焃,"빛날, 빛나다, 밝다, 나타나다, 드러나다, 성대하다",혁,화,토목
弓,"활, 활, 여덟 자, 여섯 자",궁,화,목토성(姓)씨 사용
鏻,"굳셀, 굳세다 , 굳센 모양",인,금,토화
幎,"덮을, 덮다 , 덮어 씌우다 , 가리다 , 고르게 하다 , 물건을 덮는 보",멱,목,수목
郁,"성할, 성하다 , 울창하다 , 우거지다",욱,토,토목
韙,"옳을, 옳다 , 바르다 , 좋다",위,금,토
岝,"높을, 높은 모양 , 산 이름",작,토,금목
鬅,"머리털 흐트러질, 머리털이 흐트러지다 , 헝크러지다",붕,화,수토
楸,"개오동나무, 개오동나무, 노나무, 바둑판",추,목,금
瀨,"여울, 여울(얕고 빠른 물)",뢰,수,화
蕺,"삼백초, 삼백초 , 부러지는 소리",즙,목,금수
㷂,"밝을, 밝다",서,화,금
珞,"목걸이, 구슬 목걸이, 조약돌",락,금,화목
礼,"예도, 예절",예,목,토
帳,"휘장, 휘장 장막, 천막, 장, 장부",장,목,금토
騋,"큰 말, 큰 말 , 키가 큰 말",내,화,화
入,"들, 들다, 들어가다, 들이다, 담그다, 수입",입,목,토수
瞬,"눈깜짝일, 깜짝이다 , 보다 , 주시하다 , 잠깐 , 눈 깜짝할 사이",순,화,금화
訇,"큰소리, 큰소리 , 성의 하나 , 속이다",굉,금,목토
銖,"저울눈, 저울눈 , 중량 이름 , 무디다",수,금,금
慈,"사랑, 사랑하다, 사랑, 어머니, 자석",자,화,금
沛,"비쏟아질, 늪, 습지, 성대한 모양, 성한 모양",패,수,수
稌,"찰벼,  ",도,목,화
頁,"머리, 머리, 페이지",혈,화,토화
眞,"참, 참, 참으로, 화상, 초상, 해서 불용문자 ",진,목,금화성(姓)씨 사용
彬,"빛날, 빛나다 불용문자 ",빈,화,수화성(姓)씨 사용
邕,"막힐, 막히다 , 화하다 , 화락하다",옹,토,토성(姓)씨 사용
勖,"힘쓸, 힘쓰다 , 노력하다 , 권면하다",욱,토,토목
瑟,"큰거문고, 큰 거문고, 비파, 삼가다, 많다, 바람 소리, 엄숙하다, 곱다",슬,금,금화
窬,"협문, 협문 , 뒷간 , 뚫다 , 비다 , 넘",유,수,토
妻,"아내, 아내, 시집보내다",처,토,금
更,"다시, 다시",갱,화,목토
笒,"첨대, 첨대, 대 이름 , 속 찬 대",금,목,목수
擁,"안을, 끼다, 안다, 들다, 가리다, 막다",옹,목,토
鴥,"빨리 날, 빨리 날다 , 빠르다 , 새가 빨리 나는 모양",율,화,토화
滑,"미끄러울, 미끄럽다, 부드럽게 하다, 미끄럽게 하다",활,수,토화
御,"모실,막을, 거느리다, 다스리다, 어거하다",어,화,토
伸,"필, 펴다, 늘이다 , 내뻗다, 해명하다, 켜다 , 자다, 사뢰다 불용문자 ",신,화,금화
忼,"강개할, 강개하다 , 고상하다",강,화,목토
脗,"물결 가없는 모양, 꼭 맞다 , 합하다",민,수,수화
東,"동녘, 동녘 , 동쪽 , 오른쪽 , 주인, 동쪽으로 가다 불용문자 ",동,목,화토
讜,"곧은 말, 곧은 말 , 바른말 , 직언 , 선언 , 맞다",당,금,화토
縊,"목맬, 목매다 , 목을 졸라 죽이다",액,목,토목
晹,"해 반짝 날, 해가 반짝 나다 , 해돋이 , 말리다 , 밝다 , 환하다",역,화,토목
撩,"다스릴, 다스리다 , 돋우다 , 가지다 , 놀리다",료,목,화
動,"움직일, 움직이다 , 옮기다 , 흔들리다 , 동요하다, 느끼다 , 감응하다",동,수,화토
袛,"속적삼, 속적삼(속에 껴입는 옷)",저,목,금
繫,"맬, 매다, 매달다, 매달리다, 죄수, 끈, 계사",계,목,목
馜,"진한향기, 진한 향기, 향기롭다",이,목,토
偓,"악착할, 악착하다 , 성의 하나 ,",악,화,토목
紸,"댈, 대다 , 서로 닿게 하다",주,목,금
饌,"반찬, (음식을) 차려내다, 음식",찬,수,금화
鏘,"금옥 소리, 금옥 소리 , 소리 , 옥 소리 , 사물의 형용",장,금,금토
迸,"흩어져 달아날, 흩어져 달아나다 , 세차게 내뿜다 , 솟아나다 , 물리치다",병,토,수토
儵,"빠를,갑자기, 빠르다 , 검다 , 검푸른빛 , 갑자기 , 재앙 , 재난",숙,화,금목
父,"아비, 아버지, 친족의 어른 , 늙으신네1",부,목,수
瑚,"산호, 산호",호,금,토
靨,"보조개, 보조개 , 어금니 아래뼈 , 검은 사마귀",엽,화,토수
葭,"갈대, 갈대(여러해살이풀) , 갈대 피리",가,목,목
朱,"붉을, 붉다, 붉은 빛, 연지, 난쟁이",주,목,금성(姓)씨 사용
係,"걸릴, 잇다 매다, 매이다, 끌다, 계(사무 분담의 구분에 있어 가장 아랫 단계)",계,화,목
赮,"붉을, 붉다 , 붉은빛 , 놀 , 아침놀ㆍ저녁놀",하,화,토
綺,"비단, 비단, 무늬, 곱다",기,목,목
賰,"넉넉할, 넉넉하다 , 부유하다",춘,금,금화
閈,"이문, 이문(물건을 파는 집)",한,목,토화
軺,"수레 이름, 수레 이름 , 작은 수레 , 군용차 , 사자의 작",초,화,금
瑩,"밝을,  ",영,금,토
鋌,"쇳덩이, 쇳덩이, 광석, 동철, 없어지다, 비다, (빨리) 달리다",정,금,금토
晌,"정오, 정오 , 때 , 향 , 정오 , 때",상,화,금토
恪,"정성, 삼가다, 근신하다",각,화,목
礫,"조약돌, 자갈, 모래, 잔돌",역,금,토목
赫,"빛날, 붉다, 빛나다, 성하다",혁,화,토목
曉,"새벽, 새벽, 밝다, 깨닫다, 타이르다, 사뢰다",효,화,토
朦,"풍부할, 지는 달빛이 희미하다, 흐리다, 어렴풋하다, 정신이 희미하다",몽,수,수토
得,"얻을, 얻다, 깨닫다, 만족하다",득,화,화목
叙,"펼,차례, 펴다, 늘어서다, 주다, 진술하다, 베풀다, 쓰다, 차례, 순서",서,수,금
梅,"매화, 매화 불용문자 ",매,목,수성(姓)씨 사용
濛,"가랑비 올, 가랑비가 오다 , 흐릿하다 , 큰물 , 도랑",몽,수,수토
歆,"흠향할, 흠향하다, 부러워하다, 움직이다",흠,화,토수
曅,"빛날, 빛나다 , 성내다 , 성한 모양 , 번개가 치는 모양",엽,화,토수
焆,"불빛, 불빛",결,화,목화
層,"층, 층집, 층, 겹",층,목,금토
橤,"꽃술, 꽃술 , 드리우다 , 축 늘어지다",예,목,토
納,"들일, 들이다, 바치다, 수장하다",납,목,화수
庠,"학교, 학교 , 태학 , 향학 , 침착하다",상,목,금토
集,"모일, 모이다, 모으다, 이루(어지)다, 가지런하다, 보루, 장(시장)",집,화,금수
蔚,"고을이름, 고을 이름, 땅 이름, 빽빽하다",울,목,토화
婧,"날씬한, 날씬하다 , 정결하다 , 조촐하다 , 허리가 가는 모양 , 날씬하다",정,토,금토
洌,"맑을, 맑다, 물이 맑다",열,수,토화
葰,"클,생강, 크다 , 성하다, 꽃술 , 생강",준,목,금화
稰,"가을할, 가을하다 , 거두어들인 곡식 , 고사쌀",서,목,금
睃,"볼, 보다 , 흘겨보다 , 사람 이름",준,목,금화
璉,"제기, 종묘제기",련,금,화
茨,"지붕 일, 지붕을 잇다, 지붕 이는 띠",자,목,금
嶠,"산높을, 뾰족하게 높다, 산길",교,토,목
袪,"소매,떠날, 소매, 소매통(소매의 넓이) , 떠나다",거,목,목
暠,"깨끗할,흴, 희다, 흰 모양",고,화,목
餧,"먹일, 먹이다 , 기르다 , 음식 , 먹이 , 주리다,썩다",위,수,토
舡,"배, 배, 술잔 , 배로 실어 나르다",강,목,목토
伶,"영리할, 영리하다, 광대",령,화,화토
徉,"노닐, 노닐다 , 머뭇거리다 , 어정거리다, 가장하다",양,화,토
隤,"무너질, 무너지다 ,넘어지다,",퇴,토,화
竪,"세울, 세우다, 서다, 곧다, 짧다, 천하다, 더벅머리, 아이, 내시",수,금,금
煐,"빛날, 빛나다 , 사람 이름",영,화,토
魚,"물고기 , 물고기, 바다 짐승",금,수,목수성(姓)씨 사용
減,"감할, 덜다, 수량을 적게 하다, 가볍게 하다, 줄다",감,수,목수
橃,"뗏목, 뗏목",벌,목,수화
祭,"나라 이름,  ",채,목,금
鏹,"돈, 돈 ,",강,금,목토
禱,"빌,  ",도,목,화
基,"터, 터, 근본; 사업, 수사(탑 비석을 세는 수사), 기인하다, 자리를 잡다",기,토,목
英,"꽃부리,뛰어날, 꽃부리, 꽃 불용문자 ",영,목,토
斯,"이, 이, 찍다, 어조사, 떠나다 떨어지다, 희다",사,금,금
洮,"씻을,  ",도,수,화
豐,"풍년, 풍년, 괘 이름, 잔대, 부들, 왕골",풍,목,수토
毛,"털, 털, 짐승, 희생, 모피",모,화,수성(姓)씨 사용
幸,"다행, 다행, 행복, 요행, 다행하다 불용문자 ",행,목,토
姺,"걸을, 걷다 , 가다 , 걷는 모양 , 비트적거리는 모양 , 나라의 이름 , 옷 날리는 모양",신,토,금화
鷹,"매, 매(征鳥)",응,화,토
辛,"매울, 맵다, 독하다 괴롭다 슬프다 불용문자 ",신,금,금화성(姓)씨 사용
哿,"옳을, 옳다 , 좋다 , 아름답다 , 머리꾸미개",가,수,목
甁,"단지, 병, 단지, 두레박, 시루",병,토,수토
堰,"둑,방죽, 둑 , 방죽",언,토,토화
霍,"빠를,갑자기, 빠르다 , 사라지다 , 멀다, 갑자기, 곽란",곽,수,목
栞,"표할, 나무를 쪼개다, 나무로 표하다",간,목,목화
嚀,"간곡할, 간곡하다,",녕,수,화토
蔯,"더워지기(국화종류), 더위지기, 사철쑥",진,목,금화
濊,"종족 이름, 종족 이름 , 물이 깊고 넓은 모양 , 깊다 , 더럽다 , 흐리다 , 그물을 던지",예,수,토
窂,"우리, 옥, 희생 , 곳간 , 값",로,수,화
仡,"날랠, 날래다 , 높다 , 흔들리다",흘,화,토화
緝,"모을, 모으다, 모이다",집,목,금수
驗,"증험할, 증험하다, 증좌, 증거",험,화,토수
鬣,"갈기, 갈기 ,",엽,화,토수
昺,"밝을, 밝다, 昞의 同字",병,화,수토
遭,"만날, 만나다, 두르다, 번(횟수)",조,토,금
磷,"물 흐르는 모양, 물 흐르는 모양 , 험한 모양 , 엷은 돌 , 험하다",인,금,토화
聆,"들을, 듣다, 깨닫다",영,화,토
獩,"민족 이름, 민족 이름 , 나라의 이름",예,토,토
菽,"콩, 콩 , 대두 , 콩잎",숙,목,금목
惺,"깨달을, 깨닫다 , 영리하다, 조용하다 , 고요한 모양, 꾀꼬리의 울음",성,화,금토
聶,"소곤거릴, 소곤거리다 , 쥐다, 오그라지다 , 저미다",섭,화,금수
甘,"달, 달다, 맛나다, 달콤하다, 달게 여기다",감,토,목수성(姓)씨 사용
逎,"닥칠, 닥치다 , 다하다 , 굳다 , 모이다 , 끝나다 , 세다",주,토,금
攘,"물리칠, 물리치다, 덜다, 걷다, 물러나다, 훔치다, 겸손하다",양,목,토
桂,"계수나무, 계수나무 불용문자 ",계,목,목
堂,"당집, 집, 당당하다, 동조친, 번듯하다",당,토,화토
霽,"비 갤, (비나 눈이) 개다, 풀리다, 풀다",제,수,금
瀉,"쏟을, 쏟다 , 쏟아지다 , 설사하다 , 게우다 , 짠 땅 , 개펄",사,수,금
篒,"대밥통, 대밥통 , 사람 이름",식,목,금목
璇,"옥이름, 아름다운 옥의 한 가지, 별 이름",선,금,금화
攲,"기울, 기울다 , 높이 솟다",기,토,목
蹏,"굽, 굽 , 발 , 올무",제,토,금
念,"생각할, 생각하다, 외다, 잠깐",염,화,토수
羲,"기운, 숨, 내쉬는 숨, 기운",희,토,토
拮,"일할, 일하다, 맞서다, 겨루다, 죄어치다",길,목,목화
甌,"사발, 사발 , 증발 , 악기 , 땅의 이름",구,토,목
晽,"알고자할, 알고자 하다",림,화,화수
話,"말씀, 말하다, 이야기(하다), 착한 말, 좋은 말",화,금,토
汪,"넓을, 넓다 ,그렁그렁하다 , 못, 바다 , 눈물 그렁그렁한 모양 , 땅의 이",왕,수,토
粳,"메벼, 메벼, 메진 벼",갱,목,목토
物,"만물, 만물, 물건, 일, 무리, 재물, (인상 지세의) 상을 보다, 견주다 비교하다",물,토,수화
繄,"창전대, 창전대 , 이 , 아! 탄식의 소리",예,목,토
鴌,"봉새, 봉새, 성의 하나 , 꿩 , 성의 하나",봉,화,수토
柄,"자루, 자루(柯), 근본, 권세 불용문자 ",병,목,수토
艇,"배, (좁고 긴) 거룻배, 보우트",정,금,금토
祄,"도울, 하늘이돕다",해,목,토
皖,"환할, 환하다, 밝다, 밝은 별, 밝은 모양",환,금,토화
䢖,"세울,엎지를, 세우다, 일으키다, 아뢰다, 개진하다",건,목,목화
畯,"농부, 농부, 권농하다, 준걸(=俊)",준,토,금화
燬,"불, 불 , 불꽃 , 화염",훼,화,토
琳,"아름다운옥, 아름다운 옥",림,금,화수
寞,"고요할, 고요하다 , 쓸쓸하다 , 물욕이 없다",막,목,수목
欣,"기쁠, 기뻐하다, 기쁨",흔,화,토화
閎,"마을 문, 마을의 문 ,",굉,목,목토
謜,"천천히 말할, 천천히 말하다 , 끊임 없다",원,금,토화
淞,"물, 강의 이름 , 땅의 이름 , 상고대",송,수,금토
軌,"굴대, 바퀴사이, 바퀴자국, 바퀴굴대, 법(도), 좁다, 간사하다, 수레바퀴",궤,화,목
規,"법, 그림쇠(원형을 그리는 제구), 동그라미, 법(칙), 경계(하다), 꾀(하다), 바로잡다",규,화,목
幄,"휘장, 휘장, 천막, 막을 쳐 놓은 곳",악,목,토목
呻,"읊조릴, 읊조리다 , 웅얼거리다 , 끙끙거리다 , 앓는 소리를 내다",신,수,금화
祢,"아비 사당, 아비 사당 ,",이,목,토
綱,"벼리, 벼리(그물 윗 코를 꿴 굵은 줄. 전하여 사물을 총괄 규제하는 것), 대강, 매다, 다스리다, 줄",강,목,목토
襠,"잠방이, 가랑이가 무릎까지 내려오도록 짧게 만든 홑바지 , 등거리",당,목,화토
筮,"점, 점,",서,목,금
睚,"눈초리, 눈초리 , 눈언저리, 흘겨보다 , 노려보다 , 쳐다보다",애,목,토
泊,"쉴, 배를 물가에 대다, 머무르다, 머물게 하다, 조용하다",박,수,수목
髗,"머리뼈, 머리뼈 , 두개골 , 해골 , 촉루",로,금,화
蜜,"꿀, 꿀",밀,수,수화
剖,"쪼갤, 쪼개다 , 가르다, 다스리다, 명확하다, 똑똑히",부,금,수
貿,"무역, 무역하다, 바꾸다, 장사하다",무,금,수
七,"칠, 일곱 , 일곱 번 불용문자 ",칠,금,금화
廑,"겨우,노력할, 겨우 , 조금 , 작은 집 , 노력하다 , 힘쓰다 , 부지런하다",근,목,목화
楔,"문설주, 문설주 , 쐐기",설,목,금화
鉐,"놋쇠, 놋쇠 , 성의 하나",석,금,금목
湘,"물, 강의 이름 , 물의 이름",상,수,금토
買,"살, 사다",매,금,수
潙,"강 이름, 강의 이름 , 물 이름",규,수,목
昵,"친할, 친하다 , 친절하다",일,화,토화
嫡,"정실(본처), 정실, 본처, 본처가 낳은 아이, 맏아들, 대를 이을 사람",적,토,금목
咐,"분부할, 분부하다 , 불다",부,수,수
懃,"은근할, 은근하다(친절한 모양), 일에 힘쓰다, 부지런히 일하다",근,화,목화
樑,"들보, 들보, 대들보",량,목,화토성(姓)씨 사용
檜,"저나무, 노송나무, 나라 이름",회,목,토
羅,"벌일, 그물, 그물질하다, 늘어서다, 벌려놓다",나,목,화성(姓)씨 사용
諦,"살필, 살피다, 자세히 알다",체,금,금
瀑,"폭포, 폭포, 소나기, 거품",폭,수,수목
惋,"한탄할, 한탄하다, 탄식하다 , 놀라다 , 답답하다",완,화,토화
瑮,"옥 무늬, 옥 무늬",률,금,화
準,"평평할, 수준기(수평을 재는 기계), 법도, 평평하다, 고르(게 하)다, 바로잡다",준,수,금화
体,"용렬할, 용렬하다 , 거칠다 , 상여꾼 , 몸, 몸소, 형상",분,화,수화
萋,"우거질, 우거지다 , 아름답다 , 공손하다",처,목,금
偈,"쉴, 쉬다, 중의 글귀, 힘쓰다, 헌걸차다",게,화,목
長,"길 곡식 , 길다, 크다, 늘 항상,- 곡식, 조, 벼",곡,목,목성(姓)씨 사용
雲,"구름, 구름, 하늘 불용문자 ",운,수,토화성(姓)씨 사용
祘,"셈, 셈, 계산, 산가지",산,목,금화
搾,"짤, 짜다, 짜내다",착,목,금목
皓,"흴, 희다, 깨끗하다, 밝다",호,금,토
躍,"뛸, 뛰다 , 뛰게 하다 , 뛰어오르다 , 빨리 달리다",약,토,토목
胥,"서로, 서로, 함께, 다, 모두, 잠깐 동안, 아전",서,수,금
葷,"훈채, 훈채(채소이름) , 공훈",훈,목,토화
卬,"나, 나, 위풍당당한 모양 , 높은 모양 , 오르다 , 고개를 들다",앙,금,토
苟,"진실로, 구차하다, 진실로, 겨우, 단지",구,목,목
鋺,"저울판, 주발, 바리",원,금,토화
嬿,"아름다울, 아름답다, 수더분하다",연,토,토화
驊,"준마, 준마(잘 달리는 말)",화,화,토
賭,"내기,  ",도,금,화
蹈,"밟을,  ",도,토,화
曄,"빛날, 빛나다 , 빛을 발하다 , 번쩍거리다 , 번개가 치는 모양 , 성한 모양",엽,화,토수
鄞,"고을 이름, 고을 이름 , 현 이름",은,토,토화
嫝,"편안할, 편안하다",강,토,목토
返,"돌아올, 돌아오다, 돌려보내다, 갚다, 번(횟수)",반,토,수화
乞,"빌, 구걸하다, 청하다, 구하다, 청컨대, 거지, 요청, 주다 불용문자 ",걸,목,목화
閭,"이문, 이문(마을의 문), 마을(집이 사는 구역)",려,목,화
聡,"귀밝을,  ",총,화,금토
洛,"서울, 낙수, 물이름, 잇닿다",낙,수,화목
崩,"산무너질, 무너지다, (천자가) 죽다",붕,토,수토
嘐,"닭 울, 닭이 울다 , 크다 , 과장해서 말하다 , 뜻이 크다 , 뜻이나 말하는 내용",교,수,목
姼,"예쁠, 예쁘다 , 아름답다 , 순종하다 , 미녀 , 아름답게 하다",제,토,금
嵄,"산, 산 , 산 이름 , 깊은 산",미,토,수
晶,"맑을, 맑다, 수정 불용문자 ",정,화,금토
甥,"생질, 생질 , 사위 , 외손자",생,목,금토
桃,"복숭아,  ",도,목,화
貴,"귀할, 귀하다, 귀히 여기다 불용문자 ",귀,금,목
述,"지을, 말하다, 잇다, 좇다, 짓다, 언설, 저술",술,토,금화
繭,"고치, 고치, 누에고치, 실, 솜옷, 부르트다",견,목,목화
磼,"높을, 높다 , 산이 높은 모양 , 물건",잡,금,금수
碭,"무늬 있는 돌, 무늬 있는 돌 , 산이름",탕,금,화토
綸,"실, 벼리, 낚싯줄, 거문곳줄",윤,목,토화
晭,"햇빛, 햇빛",주,화,금
亟,"빠를, 빠르다 , 긴급하다 , 성급하다 , 절박하다, 삼가다",극,목,목
仔,"자세, 자세하다, 견뎌내다, 새끼",자,화,금
諂,"아첨할, 아첨하다, 아첨",첨,금,금수
分,"나눌, 나누다, 분명히하다, 반쪽, 춘.추분, 분수, 직분, 몫 불용문자 ",분,금,수화
蘂,"꽃술, 꽃술, 향초 이름, 초목이 더부룩 나는 모양",예,목,토
袞,"곤룡포, 곤룡포",곤,목,목화
醵,"추렴할(돈을거두다), 술잔치, 술추렴, 추렴하다",갹,금,목
瞻,"우러러볼, 우러러 보다, 바라보다",첨,목,금수
輒,"문득, 문득, 번번이, 직립하다",첩,화,금수
戶,"집, 지게, 문, 집, 구멍, 막다, 지키다",호,목,토
岷,"산이름, 산이름, 강이름",민,토,수화
偉,"훌륭할, 크다, 뛰어나다, 훌륭하다, 거룩하다, 위대하다, 기이하다, 성하다",위,화,토
䭓,"보리를 서로 먹을, 배불리 먹다",안,수,토화
厖,"두터울, 두텁다 , 두터이하다 , 크다 , 섞이다 , 넉넉하다 , 두께",방,토,수토
簽,"제비, (죽)농, 찌 쪽지, 이름을 두다(기명 서명하다)",첨,목,금수
妲,"여자의 자(여자이름), 여자의 자 ,",달,토,화
婐,"날씬할, 날씬하다 , 아름답다 , 예쁘다 , 과감하다",와,토,토
忸,"부끄러워할, 익다, 익숙해지다 , 부끄러워하다",뉵,화,화목
花,"꽃, 꽃, 피다, 소비하다, 창기, 기생 불용문자 ",화,목,토성(姓)씨 사용
聯,"이을, 짝, 연하다, 나란히 하다",련,화,화
來,"올, 오다, 돌아오다, 부르다, 미래",내,화,화
宵,"밤, 밤, 못나다, 작다, 깁, 어둡다, 어리석다",소,목,금
蕗,"감초, 감초(콩과의 여러해살이 풀)",로,목,화
硏,"갈,벼루, 갈다, 연구하다, 궁구하다, 벼루",연,금,토화
杬,"나무 이름, 어루만지다, 주무르다",원,목,토화
矧,"하물며, 하물며 , 잇몸 , 치은",신,금,금화
羡,"고을 이름, 고을 이름 , 부러워하다 , 탐내다 , 사모하다",이,토,토
氾,"넘칠, 넘치다, 넓다, 뜨다, 물 이름",범,수,수
